Name,Brand,Categories,PrimaryCategories,Reviews.Date,Reviews.Text,Reviews.Title,Sentiment,Full_Review,Sentiment_Score,Sentiment_Category
Microphones Apple,Apple,Audio,Microphones,2024-07-20,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.31,Negative
Gaming ASUS,ASUS,Computers,Gaming,2024-01-20,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.0,Negative
Cameras HP,HP,Electronics,Cameras,2024-03-27,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.61,Neutral
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-11-03,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.71,Positive
Laundry Amazon,Amazon,Appliances,Laundry,2024-01-10,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.42,Neutral
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-03-02,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.81,Positive
Earphones Bose,Bose,Audio,Earphones,2024-02-27,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.34,Negative
Cleaning Bose,Bose,Appliances,Cleaning,2024-03-25,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.7,Positive
Laptops ASUS,ASUS,Computers,Laptops,2024-03-30,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.99,Positive
Phones Dell,Dell,Electronics,Phones,2024-08-30,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.67,Neutral
Laundry LG,LG,Appliances,Laundry,2024-05-23,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.52,Neutral
Chairs LG,LG,Furniture,Chairs,2024-02-03,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.52,Neutral
Laundry Bose,Bose,Appliances,Laundry,2024-05-28,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.65,Neutral
Microphones ASUS,ASUS,Audio,Microphones,2024-10-06,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.09,Negative
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-06-01,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.65,Neutral
Microphones Apple,Apple,Audio,Microphones,2024-06-13,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.27,Negative
Accessories Apple,Apple,Computers,Accessories,2024-08-19,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.07,Negative
Accessories Apple,Apple,Computers,Accessories,2024-09-06,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.7,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-08-06,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.51,Neutral
Chairs Amazon,Amazon,Furniture,Chairs,2024-07-06,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.61,Neutral
Phones ASUS,ASUS,Electronics,Phones,2024-06-27,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.49,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-05-19,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.15,Negative
Beds HP,HP,Furniture,Beds,2024-04-23,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.72,Positive
Tables Samsung,Samsung,Furniture,Tables,2024-04-08,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.97,Positive
Cameras Bose,Bose,Electronics,Cameras,2024-02-18,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.32,Negative
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-05-16,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.35,Negative
Laundry Bose,Bose,Appliances,Laundry,2024-03-09,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.46,Neutral
Kitchen Sony,Sony,Appliances,Kitchen,2024-02-02,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.96,Positive
Accessories Apple,Apple,Computers,Accessories,2024-07-19,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.28,Negative
Tables Apple,Apple,Furniture,Tables,2024-01-10,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.04,Negative
Laundry ASUS,ASUS,Appliances,Laundry,2024-03-09,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.38,Negative
Cameras ASUS,ASUS,Electronics,Cameras,2024-01-06,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.68,Neutral
Speakers Bose,Bose,Audio,Speakers,2024-06-11,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.76,Positive
Gaming Apple,Apple,Computers,Gaming,2024-04-16,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.64,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-06-05,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.41,Neutral
Speakers Samsung,Samsung,Audio,Speakers,2024-04-08,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.63,Neutral
Laundry Dell,Dell,Appliances,Laundry,2024-09-18,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.54,Neutral
Cameras Apple,Apple,Electronics,Cameras,2024-10-29,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.24,Negative
Laundry ASUS,ASUS,Appliances,Laundry,2024-04-15,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.28,Negative
Kitchen HP,HP,Appliances,Kitchen,2024-07-03,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.9,Positive
Kitchen Sony,Sony,Appliances,Kitchen,2024-04-19,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.82,Positive
Tables Bose,Bose,Furniture,Tables,2024-06-16,It's fine.,It's okay,Neutral,It's fine. It's okay,0.45,Neutral
Tables ASUS,ASUS,Furniture,Tables,2024-05-11,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.21,Negative
Earphones Amazon,Amazon,Audio,Earphones,2024-07-18,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.07,Negative
Earphones Bose,Bose,Audio,Earphones,2024-09-27,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.63,Neutral
Speakers ASUS,ASUS,Audio,Speakers,2024-09-28,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.76,Positive
Tables Apple,Apple,Furniture,Tables,2024-03-22,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.32,Negative
Speakers HP,HP,Audio,Speakers,2024-02-27,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.25,Negative
Earphones Samsung,Samsung,Audio,Earphones,2024-07-01,It's fine.,Average,Neutral,It's fine. Average,0.66,Neutral
Phones LG,LG,Electronics,Phones,2024-07-08,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.38,Negative
Chairs HP,HP,Furniture,Chairs,2024-01-13,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.65,Neutral
Microphones ASUS,ASUS,Audio,Microphones,2024-04-22,It's fine.,It's okay,Neutral,It's fine. It's okay,0.45,Neutral
Cameras Dell,Dell,Electronics,Cameras,2024-02-18,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.97,Positive
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-03-23,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.99,Positive
Phones Amazon,Amazon,Electronics,Phones,2024-06-18,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.67,Neutral
Laundry Bose,Bose,Appliances,Laundry,2024-02-17,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.27,Negative
Earphones Dell,Dell,Audio,Earphones,2024-03-08,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.79,Positive
Tables Apple,Apple,Furniture,Tables,2024-05-03,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.92,Positive
Kitchen Apple,Apple,Appliances,Kitchen,2024-11-01,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.03,Negative
Laundry LG,LG,Appliances,Laundry,2024-04-30,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.21,Negative
Earphones Apple,Apple,Audio,Earphones,2024-08-01,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.58,Neutral
Gaming Dell,Dell,Computers,Gaming,2024-10-10,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.29,Negative
Chairs Samsung,Samsung,Furniture,Chairs,2024-01-27,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.68,Neutral
Beds HP,HP,Furniture,Beds,2024-02-16,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.58,Neutral
Speakers Bose,Bose,Audio,Speakers,2024-10-25,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.83,Positive
Microphones Sony,Sony,Audio,Microphones,2024-08-13,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.51,Neutral
Accessories Amazon,Amazon,Computers,Accessories,2024-05-18,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.18,Negative
Cleaning Bose,Bose,Appliances,Cleaning,2024-04-02,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.15,Negative
Microphones Sony,Sony,Audio,Microphones,2024-01-14,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.32,Negative
Beds Sony,Sony,Furniture,Beds,2024-06-21,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.12,Negative
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-10-04,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.14,Negative
Accessories HP,HP,Computers,Accessories,2024-11-10,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.25,Negative
Beds ASUS,ASUS,Furniture,Beds,2024-03-30,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.74,Positive
Microphones Amazon,Amazon,Audio,Microphones,2024-09-27,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.37,Negative
Kitchen Bose,Bose,Appliances,Kitchen,2024-03-20,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.35,Negative
Phones Bose,Bose,Electronics,Phones,2024-07-06,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.27,Negative
Gaming Dell,Dell,Computers,Gaming,2024-03-02,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.25,Negative
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-03-14,It's fine.,Average,Neutral,It's fine. Average,0.56,Neutral
Phones HP,HP,Electronics,Phones,2024-02-27,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.62,Neutral
Phones Dell,Dell,Electronics,Phones,2024-09-29,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.25,Negative
Tables Bose,Bose,Furniture,Tables,2024-03-19,It's fine.,Average,Neutral,It's fine. Average,0.48,Neutral
Laptops Amazon,Amazon,Computers,Laptops,2024-07-21,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.38,Negative
Laptops Bose,Bose,Computers,Laptops,2024-07-11,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.41,Neutral
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-09-18,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.33,Negative
Laundry Bose,Bose,Appliances,Laundry,2024-01-03,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.96,Positive
Laundry Bose,Bose,Appliances,Laundry,2024-04-21,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.14,Negative
Beds Bose,Bose,Furniture,Beds,2024-10-17,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.99,Positive
Phones Samsung,Samsung,Electronics,Phones,2024-11-24,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.53,Neutral
Tables LG,LG,Furniture,Tables,2024-04-08,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.65,Neutral
Beds HP,HP,Furniture,Beds,2024-08-15,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,1.0,Positive
Earphones HP,HP,Audio,Earphones,2024-02-06,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.84,Positive
Gaming Samsung,Samsung,Computers,Gaming,2024-09-16,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.97,Positive
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-03-29,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.32,Negative
Phones Bose,Bose,Electronics,Phones,2024-03-03,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.2,Negative
Tables LG,LG,Furniture,Tables,2024-10-16,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.81,Positive
Microphones HP,HP,Audio,Microphones,2024-09-26,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.01,Negative
Laundry Bose,Bose,Appliances,Laundry,2024-05-22,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.61,Neutral
Accessories HP,HP,Computers,Accessories,2024-09-30,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.98,Positive
Laundry Apple,Apple,Appliances,Laundry,2024-09-19,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.34,Negative
Earphones Apple,Apple,Audio,Earphones,2024-09-18,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.53,Neutral
Microphones Apple,Apple,Audio,Microphones,2024-02-09,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.67,Neutral
Tables Amazon,Amazon,Furniture,Tables,2024-06-26,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.92,Positive
Beds Bose,Bose,Furniture,Beds,2024-02-04,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.34,Negative
Laptops Sony,Sony,Computers,Laptops,2024-06-13,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.73,Positive
Cleaning Apple,Apple,Appliances,Cleaning,2024-01-29,It's fine.,Average,Neutral,It's fine. Average,0.62,Neutral
Beds Apple,Apple,Furniture,Beds,2024-04-11,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.02,Negative
Earphones Bose,Bose,Audio,Earphones,2024-05-04,It's fine.,Average,Neutral,It's fine. Average,0.51,Neutral
Earphones LG,LG,Audio,Earphones,2024-06-07,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.43,Neutral
Smart Devices LG,LG,Electronics,Smart Devices,2024-05-30,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.76,Positive
Accessories Bose,Bose,Computers,Accessories,2024-04-01,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.6,Neutral
Laptops HP,HP,Computers,Laptops,2024-05-19,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.27,Negative
Tables Amazon,Amazon,Furniture,Tables,2024-02-17,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.04,Negative
Speakers Samsung,Samsung,Audio,Speakers,2024-10-05,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.26,Negative
Tables Bose,Bose,Furniture,Tables,2024-09-27,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.12,Negative
Phones Apple,Apple,Electronics,Phones,2024-04-20,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.91,Positive
Microphones Apple,Apple,Audio,Microphones,2024-05-21,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.07,Negative
Gaming Apple,Apple,Computers,Gaming,2024-06-27,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.07,Negative
Tables Dell,Dell,Furniture,Tables,2024-09-01,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.92,Positive
Accessories Dell,Dell,Computers,Accessories,2024-08-12,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.94,Positive
Microphones Apple,Apple,Audio,Microphones,2024-02-13,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.42,Neutral
Accessories Bose,Bose,Computers,Accessories,2024-05-28,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.79,Positive
Cleaning Apple,Apple,Appliances,Cleaning,2024-04-03,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.42,Neutral
Kitchen Apple,Apple,Appliances,Kitchen,2024-02-23,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.88,Positive
Kitchen Apple,Apple,Appliances,Kitchen,2024-01-21,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.7,Positive
Earphones Sony,Sony,Audio,Earphones,2024-03-16,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.35,Negative
Cameras Sony,Sony,Electronics,Cameras,2024-02-09,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.25,Negative
Microphones HP,HP,Audio,Microphones,2024-05-24,It's fine.,It's okay,Neutral,It's fine. It's okay,0.56,Neutral
Earphones Sony,Sony,Audio,Earphones,2024-08-28,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.85,Positive
Cameras Apple,Apple,Electronics,Cameras,2024-05-22,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.18,Negative
Tables Apple,Apple,Furniture,Tables,2024-01-06,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.64,Neutral
Kitchen LG,LG,Appliances,Kitchen,2024-01-10,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.46,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-05-06,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.26,Negative
Speakers Bose,Bose,Audio,Speakers,2024-04-23,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.49,Neutral
Cameras Bose,Bose,Electronics,Cameras,2024-01-09,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.98,Positive
Microphones Dell,Dell,Audio,Microphones,2024-07-24,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.51,Neutral
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-06-28,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.21,Negative
Earphones Apple,Apple,Audio,Earphones,2024-09-01,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.09,Negative
Cameras Bose,Bose,Electronics,Cameras,2024-10-07,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.8,Positive
Laptops Samsung,Samsung,Computers,Laptops,2024-06-05,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.29,Negative
Cleaning Bose,Bose,Appliances,Cleaning,2024-05-08,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.65,Neutral
Laptops Apple,Apple,Computers,Laptops,2024-11-10,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.38,Negative
Tables Apple,Apple,Furniture,Tables,2024-06-07,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.99,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-04-05,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.8,Positive
Speakers Sony,Sony,Audio,Speakers,2024-04-17,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.9,Positive
Microphones LG,LG,Audio,Microphones,2024-08-27,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.98,Positive
Cameras Apple,Apple,Electronics,Cameras,2024-10-05,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.21,Negative
Laptops Apple,Apple,Computers,Laptops,2024-02-18,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.17,Negative
Cleaning HP,HP,Appliances,Cleaning,2024-07-22,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.62,Neutral
Cameras Dell,Dell,Electronics,Cameras,2024-02-23,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.44,Neutral
Earphones HP,HP,Audio,Earphones,2024-09-12,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.87,Positive
Laundry ASUS,ASUS,Appliances,Laundry,2024-04-19,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.84,Positive
Smart Devices Dell,Dell,Electronics,Smart Devices,2024-06-10,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.97,Positive
Cleaning Dell,Dell,Appliances,Cleaning,2024-03-11,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.93,Positive
Speakers HP,HP,Audio,Speakers,2024-06-18,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.71,Positive
Tables LG,LG,Furniture,Tables,2024-10-13,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.75,Positive
Gaming Samsung,Samsung,Computers,Gaming,2024-04-08,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.43,Neutral
Gaming ASUS,ASUS,Computers,Gaming,2024-11-03,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.76,Positive
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-11-20,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.18,Negative
Laptops Amazon,Amazon,Computers,Laptops,2024-06-01,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.02,Negative
Laundry Dell,Dell,Appliances,Laundry,2024-02-04,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,1.0,Positive
Tables Samsung,Samsung,Furniture,Tables,2024-11-17,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.45,Neutral
Microphones Dell,Dell,Audio,Microphones,2024-03-23,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.58,Neutral
Gaming Samsung,Samsung,Computers,Gaming,2024-01-12,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.19,Negative
Beds Sony,Sony,Furniture,Beds,2024-05-27,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.31,Negative
Phones Dell,Dell,Electronics,Phones,2024-03-17,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.96,Positive
Beds Sony,Sony,Furniture,Beds,2024-03-28,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.97,Positive
Phones LG,LG,Electronics,Phones,2024-11-13,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.73,Positive
Accessories Dell,Dell,Computers,Accessories,2024-03-08,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.96,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-08-13,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.13,Negative
Gaming ASUS,ASUS,Computers,Gaming,2024-11-06,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.52,Neutral
Smart Devices LG,LG,Electronics,Smart Devices,2024-05-22,It's fine.,It's okay,Neutral,It's fine. It's okay,0.45,Neutral
Gaming Apple,Apple,Computers,Gaming,2024-06-22,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.92,Positive
Chairs Dell,Dell,Furniture,Chairs,2024-05-10,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.92,Positive
Kitchen LG,LG,Appliances,Kitchen,2024-02-24,It's fine.,It's okay,Neutral,It's fine. It's okay,0.65,Neutral
Beds Amazon,Amazon,Furniture,Beds,2024-10-10,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.98,Positive
Phones Samsung,Samsung,Electronics,Phones,2024-06-07,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.31,Negative
Laptops Apple,Apple,Computers,Laptops,2024-04-01,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.43,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-03-08,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.2,Negative
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-10-13,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.31,Negative
Cleaning HP,HP,Appliances,Cleaning,2024-06-19,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.21,Negative
Gaming Amazon,Amazon,Computers,Gaming,2024-11-22,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.83,Positive
Laptops Samsung,Samsung,Computers,Laptops,2024-05-06,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.28,Negative
Tables Samsung,Samsung,Furniture,Tables,2024-08-05,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.21,Negative
Gaming Dell,Dell,Computers,Gaming,2024-02-01,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.53,Neutral
Accessories Bose,Bose,Computers,Accessories,2024-11-08,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.6,Neutral
Chairs Samsung,Samsung,Furniture,Chairs,2024-03-05,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.17,Negative
Microphones LG,LG,Audio,Microphones,2024-11-02,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.58,Neutral
Cameras Apple,Apple,Electronics,Cameras,2024-01-24,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.02,Negative
Microphones LG,LG,Audio,Microphones,2024-10-26,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.75,Positive
Smart Devices Apple,Apple,Electronics,Smart Devices,2024-05-04,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.32,Negative
Gaming Bose,Bose,Computers,Gaming,2024-08-10,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.48,Neutral
Microphones LG,LG,Audio,Microphones,2024-05-19,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.89,Positive
Cleaning HP,HP,Appliances,Cleaning,2024-03-09,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.88,Positive
Tables Amazon,Amazon,Furniture,Tables,2024-04-18,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.04,Negative
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-09-02,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.84,Positive
Chairs Apple,Apple,Furniture,Chairs,2024-01-25,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.59,Neutral
Microphones LG,LG,Audio,Microphones,2024-04-21,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.43,Neutral
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-06-09,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.54,Neutral
Chairs Amazon,Amazon,Furniture,Chairs,2024-08-14,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.95,Positive
Chairs Bose,Bose,Furniture,Chairs,2024-03-26,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.56,Neutral
